Order_ID,Customer_ID,Order_Date,Product_Category,Product_Name,Quantity,Unit_Price,Total_Price,Payment_Type,Delivery_Days,Customer_City
102762,C527,20-03-2023,Electronics,Phone,1,12730,12730,Credit Card,2,Indore
102763,C918,28-11-2023,Electronics,Headphones,5,5449,27245,COD,4,Chennai
102764,C737,30-10-2023,Sports,Football,3,4299,12897,Credit Card,4,Bangalore
102765,C376,14-09-2023,Electronics,Mouse,4,17105,68420,COD,3,Indore
102766,C955,20-09-2023,Clothing,Jacket,2,234,468,COD,3,Pune
102767,C772,06-03-2023,Sports,Gloves,4,16543,66172,COD,7,Bhopal
102768,C403,27-06-2023,Home,Mixer,2,15557,31114,UPI,3,Pune
102769,C940,11-02-2023,Sports,Shoes,4,4837,19348,Credit Card,7,Bangalore
102770,C680,09-08-2023,Clothing,Shirt,5,1602,8010,UPI,5,Mumbai
102771,C458,03-12-2023,Clothing,Jacket,4,8513,34052,UPI,4,Pune
102772,C291,15-10-2023,Clothing,Jeans,3,3384,10152,COD,6,Indore
102773,C338,11-01-2023,Clothing,Shirt,1,2185,2185,UPI,2,Delhi
102774,C131,14-05-2023,Sports,Football,1,244,244,COD,6,Bangalore
102775,C232,31-05-2023,Electronics,Laptop,5,7269,36345,COD,6,Mumbai
102776,C516,10-11-2023,Beauty,Perfume,2,9015,18030,Credit Card,5,Delhi
102777,C753,26-10-2023,Home,Mixer,2,8508,17016,COD,2,Mumbai
102778,C678,08-06-2023,Beauty,Face Wash,5,14643,73215,Credit Card,3,Bangalore
102779,C741,11-12-2023,Home,Table,5,13822,69110,Debit Card,3,Bhopal
102780,C229,19-02-2023,Clothing,Jacket,5,15277,76385,Debit Card,4,Bangalore
102781,C913,16-01-2023,Clothing,Jeans,2,10737,21474,UPI,6,Indore
102782,C514,14-06-2023,Clothing,T-Shirt,2,3564,7128,UPI,2,Hyderabad
102783,C514,07-07-2023,Electronics,Laptop,3,3969,11907,COD,6,Bhopal
102784,C721,10-08-2023,Clothing,Jeans,2,12023,24046,COD,5,Pune
102785,C795,18-08-2023,Beauty,Face Wash,2,3479,6958,Credit Card,3,Mumbai
102786,C480,11-12-2023,Beauty,Face Wash,1,999,999,COD,5,Bhopal
102787,C438,02-11-2023,Beauty,Perfume,5,3069,15345,UPI,3,Indore
102788,C810,11-02-2023,Electronics,Mouse,4,12796,51184,Debit Card,6,Bangalore
102789,C779,01-08-2023,Electronics,Headphones,5,3692,18460,COD,7,Hyderabad
102790,C270,05-08-2023,Clothing,Jacket,1,10066,10066,UPI,7,Delhi
102791,C917,29-03-2023,Clothing,Shirt,2,8446,16892,COD,6,Bhopal
102792,C926,08-06-2023,Sports,Gloves,5,15778,78890,UPI,5,Indore
102793,C376,03-09-2023,Home,Mixer,3,3815,11445,Credit Card,4,Mumbai
102794,C440,22-04-2023,Clothing,Shirt,4,16468,65872,Debit Card,7,Pune
102795,C667,29-04-2023,Clothing,Shirt,3,9225,27675,UPI,5,Delhi
102796,C135,22-04-2023,Electronics,Phone,5,2979,14895,Credit Card,2,Indore
102797,C440,18-01-2023,Sports,Football,2,2848,5696,Debit Card,2,Mumbai
102798,C102,16-12-2023,Sports,Gloves,4,1792,7168,Credit Card,7,Delhi
102799,C111,29-11-2023,Clothing,Jacket,5,15946,79730,COD,3,Pune
102800,C576,05-07-2023,Beauty,Perfume,5,18150,90750,Credit Card,7,Delhi
102801,C917,29-03-2023,Beauty,Face Wash,2,1634,3268,UPI,2,Indore
102802,C402,06-11-2023,Beauty,Face Wash,5,15027,75135,COD,2,Mumbai
102803,C227,14-08-2023,Clothing,Jacket,2,12371,24742,COD,3,Bhopal
102804,C482,17-03-2023,Home,Mixer,1,12868,12868,COD,5,Bhopal
102805,C970,28-11-2023,Electronics,Headphones,2,1999,3998,COD,7,Bhopal
102806,C607,22-04-2023,Home,Chair,2,2531,5062,Debit Card,5,Bhopal
102807,C532,21-11-2023,Clothing,Jeans,2,16314,32628,Debit Card,5,Indore
102808,C819,26-06-2023,Beauty,Face Wash,4,7492,29968,UPI,6,Bangalore
102809,C220,07-04-2023,Beauty,Cream,5,8679,43395,Credit Card,3,Chennai
102810,C523,09-04-2023,Electronics,Headphones,4,3217,12868,Credit Card,4,Delhi
102811,C454,03-10-2023,Electronics,Headphones,5,17672,88360,COD,6,Delhi
102812,C115,07-09-2023,Clothing,Jeans,5,802,4010,Credit Card,5,Mumbai
102813,C808,25-06-2023,Electronics,Laptop,4,12243,48972,Credit Card,3,Chennai
102814,C546,17-10-2023,Electronics,Mouse,5,19500,97500,Debit Card,5,Indore
102815,C231,14-07-2023,Beauty,Cream,5,1704,8520,UPI,6,Pune
102816,C498,28-06-2023,Home,Table,3,2621,7863,COD,3,Indore
102817,C179,08-10-2023,Home,Chair,5,281,1405,Debit Card,5,Mumbai
102818,C695,06-11-2023,Electronics,Headphones,3,10565,31695,Credit Card,6,Indore
102819,C492,27-03-2023,Beauty,Face Wash,4,18215,72860,Credit Card,4,Bangalore
102820,C626,15-06-2023,Electronics,Headphones,3,4293,12879,Credit Card,4,Pune
102821,C623,14-04-2023,Beauty,Cream,4,10955,43820,Credit Card,4,Bhopal
102822,C515,14-12-2023,Beauty,Cream,4,14361,57444,COD,7,Indore
102823,C903,23-06-2023,Clothing,T-Shirt,5,4180,20900,Credit Card,7,Delhi
102824,C257,01-06-2023,Electronics,Headphones,2,19614,39228,COD,5,Pune
102825,C697,20-04-2023,Electronics,Headphones,2,16593,33186,UPI,7,Pune
102826,C188,12-05-2023,Home,Mixer,4,15010,60040,COD,3,Mumbai
102827,C477,26-11-2023,Electronics,Phone,3,6755,20265,UPI,7,Bangalore
102828,C250,24-01-2023,Sports,Cricket Bat,5,12317,61585,UPI,4,Bhopal
102829,C844,09-08-2023,Home,Cookware,5,12775,63875,Debit Card,3,Hyderabad
102830,C615,01-07-2023,Clothing,T-Shirt,4,18305,73220,COD,2,Bangalore
102831,C609,19-04-2023,Home,Cookware,5,2979,14895,COD,7,Bangalore
102832,C864,06-09-2023,Sports,Gloves,1,7126,7126,UPI,7,Bangalore
102833,C240,29-08-2023,Electronics,Phone,2,2118,4236,COD,4,Chennai
102834,C588,16-04-2023,Clothing,Jacket,3,9625,28875,UPI,4,Hyderabad
102835,C242,14-11-2023,Clothing,Jeans,3,12131,36393,Debit Card,4,Hyderabad
102836,C391,05-08-2023,Clothing,Shirt,1,10784,10784,Credit Card,2,Bhopal
102837,C110,13-01-2023,Beauty,Perfume,1,12341,12341,COD,4,Bangalore
102838,C684,07-03-2023,Electronics,Headphones,2,15110,30220,COD,5,Chennai
102839,C397,29-03-2023,Clothing,T-Shirt,5,5727,28635,Debit Card,3,Hyderabad
102840,C822,28-03-2023,Beauty,Shampoo,1,14321,14321,UPI,2,Bhopal
102841,C808,06-11-2023,Home,Chair,3,2155,6465,Credit Card,7,Hyderabad
102842,C956,26-05-2023,Home,Mixer,3,8590,25770,COD,5,Indore
102843,C424,24-06-2023,Beauty,Shampoo,3,19859,59577,Debit Card,6,Mumbai
102844,C484,07-08-2023,Clothing,Shirt,2,19101,38202,Credit Card,7,Indore
102845,C447,13-02-2023,Sports,Football,4,15196,60784,Credit Card,5,Indore
102846,C247,06-11-2023,Electronics,Mouse,1,18592,18592,Debit Card,7,Chennai
102847,C125,06-04-2023,Home,Chair,2,17642,35284,Debit Card,3,Indore
102848,C750,01-03-2023,Electronics,Laptop,4,14247,56988,Debit Card,4,Bhopal
102849,C611,25-09-2023,Electronics,Phone,2,9410,18820,UPI,3,Mumbai
102850,C925,30-06-2023,Home,Cookware,2,8441,16882,UPI,6,Chennai
102851,C529,30-07-2023,Electronics,Phone,1,8863,8863,Credit Card,4,Bangalore
102852,C109,21-11-2023,Home,Mixer,3,5518,16554,UPI,6,Pune
102853,C777,16-06-2023,Clothing,T-Shirt,3,874,2622,COD,2,Delhi
102854,C773,21-10-2023,Sports,Shoes,2,391,782,UPI,3,Chennai
102855,C720,21-03-2023,Beauty,Perfume,4,17395,69580,COD,2,Hyderabad
102856,C562,03-05-2023,Clothing,Jeans,3,9458,28374,Credit Card,2,Bangalore
102857,C892,03-01-2023,Sports,Shoes,2,11172,22344,COD,5,Bhopal
102858,C580,05-04-2023,Sports,Football,5,4689,23445,Debit Card,6,Chennai
102859,C983,02-06-2023,Home,Cookware,3,9576,28728,COD,7,Mumbai
102860,C601,25-09-2023,Clothing,Jeans,2,19793,39586,Debit Card,7,Chennai
102861,C643,21-12-2023,Clothing,Jeans,3,5749,17247,Credit Card,4,Delhi
102862,C351,25-11-2023,Clothing,T-Shirt,2,4252,8504,Credit Card,7,Chennai
102863,C450,30-08-2023,Home,Mixer,5,9412,47060,UPI,2,Bangalore
102864,C924,27-08-2023,Beauty,Shampoo,2,2356,4712,UPI,7,Bhopal
102865,C335,15-05-2023,Sports,Gloves,1,10159,10159,Credit Card,5,Bangalore
102866,C359,10-01-2023,Beauty,Shampoo,2,4788,9576,COD,5,Hyderabad
102867,C820,27-06-2023,Electronics,Mouse,1,17456,17456,COD,7,Bhopal
102868,C814,17-05-2023,Clothing,Jacket,5,5558,27790,Debit Card,2,Hyderabad
102869,C460,27-06-2023,Clothing,Shirt,1,2648,2648,Debit Card,4,Indore
102870,C947,13-08-2023,Sports,Gloves,2,8414,16828,UPI,6,Chennai
102871,C451,16-07-2023,Electronics,Laptop,3,13343,40029,Credit Card,3,Bhopal
102872,C984,28-08-2023,Electronics,Mouse,1,1887,1887,COD,4,Delhi
102873,C893,11-10-2023,Clothing,T-Shirt,2,11809,23618,Credit Card,4,Bangalore
102874,C715,29-06-2023,Beauty,Shampoo,2,4740,9480,Debit Card,7,Delhi
102875,C569,19-01-2023,Home,Mixer,4,18760,75040,UPI,5,Bhopal
102876,C679,24-02-2023,Clothing,Shirt,3,9197,27591,Debit Card,5,Delhi
102877,C178,20-06-2023,Clothing,T-Shirt,1,1384,1384,Credit Card,5,Bangalore
102878,C194,03-06-2023,Home,Cookware,2,582,1164,COD,2,Bangalore
102879,C934,18-04-2023,Clothing,Jacket,4,12056,48224,COD,2,Bhopal
102880,C999,09-06-2023,Sports,Gloves,4,5966,23864,Debit Card,3,Chennai
102881,C840,28-08-2023,Clothing,Jeans,4,9105,36420,Debit Card,5,Mumbai
102882,C535,23-05-2023,Sports,Gloves,2,6335,12670,UPI,3,Delhi
102883,C845,21-04-2023,Beauty,Shampoo,3,19134,57402,Debit Card,5,Bangalore
102884,C643,24-05-2023,Beauty,Shampoo,4,7117,28468,UPI,5,Chennai
102885,C885,22-09-2023,Beauty,Perfume,4,15234,60936,Credit Card,3,Chennai
102886,C634,12-07-2023,Electronics,Headphones,5,12167,60835,COD,5,Hyderabad
102887,C183,06-12-2023,Clothing,Jacket,2,8812,17624,Debit Card,2,Hyderabad
102888,C669,09-06-2023,Clothing,T-Shirt,5,5729,28645,Credit Card,5,Indore
102889,C825,03-07-2023,Home,Chair,4,3413,13652,Credit Card,4,Chennai
102890,C493,12-10-2023,Clothing,Jacket,4,1645,6580,COD,3,Bangalore
102891,C451,11-06-2023,Sports,Shoes,5,2400,12000,COD,2,Hyderabad
102892,C311,24-04-2023,Clothing,T-Shirt,1,3301,3301,COD,3,Chennai
102893,C543,30-09-2023,Electronics,Phone,5,12238,61190,Debit Card,6,Indore
102894,C261,31-05-2023,Clothing,T-Shirt,1,15355,15355,Debit Card,7,Delhi
102895,C510,13-01-2023,Beauty,Cream,2,10859,21718,Credit Card,5,Delhi
102896,C401,30-09-2023,Clothing,Shirt,5,19476,97380,COD,3,Hyderabad
102897,C188,05-04-2023,Electronics,Mouse,2,16890,33780,COD,2,Delhi
102898,C676,17-08-2023,Sports,Shoes,4,4025,16100,COD,2,Mumbai
102899,C689,02-10-2023,Beauty,Perfume,3,16080,48240,Credit Card,4,Chennai
102900,C177,13-02-2023,Beauty,Shampoo,5,11859,59295,UPI,6,Pune
102901,C673,07-01-2023,Sports,Cricket Bat,2,3413,6826,Credit Card,7,Mumbai
102902,C440,02-08-2023,Electronics,Headphones,1,18317,18317,Debit Card,6,Delhi
102903,C380,23-11-2023,Clothing,Jeans,4,13512,54048,UPI,2,Bhopal
102904,C782,11-04-2023,Beauty,Shampoo,2,18915,37830,COD,2,Chennai
102905,C739,24-03-2023,Electronics,Headphones,1,5564,5564,Credit Card,3,Chennai
102906,C245,05-05-2023,Home,Table,1,380,380,COD,6,Indore
102907,C380,19-02-2023,Home,Cookware,1,6849,6849,Debit Card,2,Chennai
102908,C467,24-10-2023,Beauty,Shampoo,5,16140,80700,COD,5,Bangalore
102909,C976,18-03-2023,Home,Cookware,2,19675,39350,Credit Card,7,Bhopal
102910,C831,11-10-2023,Clothing,Shirt,3,17793,53379,Debit Card,6,Indore
102911,C333,24-09-2023,Electronics,Mouse,4,5656,22624,UPI,6,Delhi
102912,C384,21-09-2023,Sports,Cricket Bat,4,8140,32560,UPI,4,Delhi
102913,C354,25-05-2023,Clothing,Jeans,5,14935,74675,COD,4,Indore
102914,C445,11-12-2023,Clothing,Jacket,1,17535,17535,UPI,3,Chennai
102915,C824,21-09-2023,Clothing,T-Shirt,5,546,2730,Credit Card,3,Hyderabad
102916,C882,05-05-2023,Clothing,T-Shirt,4,8256,33024,Credit Card,5,Delhi
102917,C395,23-06-2023,Beauty,Cream,4,1583,6332,UPI,4,Bhopal
102918,C713,29-08-2023,Beauty,Cream,2,5127,10254,Debit Card,4,Mumbai
102919,C704,22-05-2023,Clothing,Shirt,5,16029,80145,UPI,6,Mumbai
102920,C316,14-11-2023,Sports,Football,3,646,1938,COD,4,Pune
102921,C615,17-02-2023,Electronics,Headphones,3,4431,13293,Debit Card,4,Bangalore
102922,C175,05-01-2023,Sports,Cricket Bat,2,2412,4824,Credit Card,4,Mumbai
102923,C943,09-11-2023,Clothing,Shirt,2,19347,38694,Credit Card,5,Delhi
102924,C518,07-09-2023,Electronics,Phone,2,3716,7432,Debit Card,3,Delhi
102925,C740,08-05-2023,Clothing,T-Shirt,2,9781,19562,Credit Card,4,Pune
102926,C235,28-03-2023,Beauty,Face Wash,5,18955,94775,Credit Card,5,Hyderabad
102927,C930,10-12-2023,Beauty,Shampoo,1,11537,11537,COD,6,Indore
102928,C398,02-09-2023,Clothing,Jeans,3,8380,25140,Credit Card,3,Mumbai
102929,C249,18-04-2023,Electronics,Headphones,5,16769,83845,UPI,6,Pune
102930,C954,17-10-2023,Beauty,Face Wash,1,8251,8251,Credit Card,4,Hyderabad
102931,C134,14-11-2023,Clothing,T-Shirt,5,3213,16065,Debit Card,7,Bangalore
102932,C344,23-06-2023,Sports,Shoes,4,7443,29772,COD,7,Hyderabad
102933,C853,19-07-2023,Sports,Shoes,4,13584,54336,Credit Card,2,Bangalore
102934,C669,03-06-2023,Clothing,Jeans,1,12706,12706,Credit Card,6,Bhopal
102935,C792,12-10-2023,Beauty,Perfume,1,16339,16339,Credit Card,4,Bangalore
102936,C310,12-03-2023,Electronics,Laptop,1,10832,10832,UPI,5,Bhopal
102937,C577,07-04-2023,Electronics,Phone,3,18126,54378,Debit Card,3,Hyderabad
102938,C484,21-08-2023,Home,Table,2,10936,21872,UPI,6,Chennai
102939,C949,14-09-2023,Electronics,Laptop,1,4032,4032,UPI,4,Indore
102940,C526,27-10-2023,Home,Chair,3,19732,59196,UPI,4,Mumbai
102941,C790,02-05-2023,Electronics,Phone,5,13408,67040,UPI,7,Indore
102942,C771,29-09-2023,Home,Mixer,2,12534,25068,Debit Card,7,Delhi
102943,C297,07-07-2023,Beauty,Shampoo,4,17308,69232,Debit Card,2,Hyderabad
102944,C828,26-02-2023,Electronics,Laptop,2,10519,21038,Credit Card,2,Pune
102945,C985,09-07-2023,Sports,Football,2,14463,28926,COD,2,Mumbai
102946,C504,10-05-2023,Sports,Shoes,5,3926,19630,Credit Card,3,Bhopal
102947,C141,25-01-2023,Clothing,Shirt,1,7839,7839,COD,4,Delhi
102948,C347,06-02-2023,Sports,Gloves,2,1031,2062,Debit Card,2,Pune
102949,C216,14-12-2023,Clothing,Shirt,2,17199,34398,COD,6,Hyderabad
102950,C716,10-05-2023,Sports,Shoes,2,16205,32410,Debit Card,7,Indore
102951,C930,02-07-2023,Clothing,Jacket,3,11668,35004,UPI,5,Bangalore
102952,C209,24-08-2023,Electronics,Laptop,3,18824,56472,Credit Card,2,Hyderabad
102953,C437,24-06-2023,Beauty,Perfume,1,3319,3319,Debit Card,4,Bangalore
102954,C362,18-05-2023,Clothing,Jeans,4,11244,44976,UPI,4,Bhopal
102955,C582,23-08-2023,Sports,Cricket Bat,5,15959,79795,UPI,6,Hyderabad
102956,C277,14-07-2023,Home,Table,1,16326,16326,COD,2,Chennai
102957,C329,17-08-2023,Beauty,Face Wash,3,6601,19803,Debit Card,2,Hyderabad
102958,C373,02-03-2023,Sports,Cricket Bat,4,3164,12656,UPI,2,Bhopal
102959,C941,22-08-2023,Beauty,Shampoo,3,18164,54492,Debit Card,6,Mumbai
102960,C613,20-12-2023,Electronics,Laptop,2,5591,11182,COD,3,Bhopal
102961,C924,16-04-2023,Electronics,Mouse,2,8419,16838,COD,3,Hyderabad
102962,C787,10-08-2023,Home,Table,5,9143,45715,Debit Card,2,Chennai
102963,C630,01-07-2023,Beauty,Perfume,5,5265,26325,Credit Card,3,Bangalore
102964,C697,09-06-2023,Beauty,Cream,4,12005,48020,UPI,5,Pune
102965,C158,02-12-2023,Electronics,Mouse,5,4304,21520,UPI,2,Chennai
102966,C463,16-01-2023,Sports,Football,1,7441,7441,Credit Card,6,Bhopal
102967,C148,17-09-2023,Beauty,Cream,5,5456,27280,Credit Card,2,Pune
102968,C790,24-11-2023,Clothing,Jacket,1,14789,14789,UPI,4,Mumbai
102969,C386,11-07-2023,Electronics,Laptop,4,3697,14788,Debit Card,2,Chennai
102970,C857,11-09-2023,Clothing,Jeans,4,11657,46628,Credit Card,3,Bangalore
102971,C562,20-03-2023,Clothing,Jeans,4,7289,29156,COD,7,Pune
102972,C593,19-11-2023,Home,Chair,3,13250,39750,UPI,7,Pune
102973,C453,15-02-2023,Home,Cookware,2,6444,12888,Debit Card,7,Indore
102974,C343,04-04-2023,Home,Table,4,2811,11244,Debit Card,3,Hyderabad
102975,C683,03-06-2023,Sports,Gloves,1,5030,5030,COD,3,Indore
102976,C240,15-03-2023,Home,Table,3,9595,28785,UPI,4,Chennai
102977,C372,01-09-2023,Electronics,Headphones,5,19651,98255,Credit Card,2,Hyderabad
102978,C371,02-01-2023,Home,Table,4,12186,48744,COD,2,Pune
102979,C337,19-11-2023,Sports,Gloves,5,12511,62555,COD,7,Chennai
102980,C701,28-08-2023,Electronics,Headphones,3,9024,27072,COD,2,Bhopal
102981,C299,13-11-2023,Sports,Football,5,7293,36465,Credit Card,5,Bhopal
102982,C578,03-04-2023,Beauty,Perfume,3,19305,57915,Credit Card,5,Hyderabad
102983,C772,19-01-2023,Clothing,Jeans,5,17571,87855,Credit Card,2,Indore
102984,C960,19-11-2023,Beauty,Face Wash,3,16288,48864,Credit Card,3,Indore
102985,C610,16-03-2023,Sports,Cricket Bat,2,13417,26834,Credit Card,2,Delhi
102986,C343,31-03-2023,Beauty,Cream,3,14619,43857,Credit Card,3,Mumbai
102987,C242,04-04-2023,Home,Cookware,1,16091,16091,COD,4,Indore
102988,C643,02-02-2023,Clothing,Shirt,3,7702,23106,Debit Card,3,Chennai
102989,C256,27-09-2023,Electronics,Phone,3,12485,37455,COD,4,Chennai
102990,C154,05-09-2023,Home,Chair,4,12932,51728,COD,3,Delhi
102991,C967,13-04-2023,Beauty,Shampoo,1,2711,2711,Credit Card,4,Indore
102992,C200,14-01-2023,Clothing,Shirt,5,12943,64715,Debit Card,4,Pune
102993,C959,08-01-2023,Clothing,Jacket,4,15285,61140,COD,7,Indore
102994,C609,03-11-2023,Home,Table,4,7786,31144,UPI,2,Indore
102995,C829,19-10-2023,Beauty,Cream,1,12824,12824,UPI,4,Chennai
102996,C165,28-12-2023,Beauty,Cream,5,9856,49280,Debit Card,2,Indore
102997,C965,14-02-2023,Beauty,Face Wash,1,12976,12976,UPI,2,Pune
102998,C936,29-06-2023,Electronics,Headphones,4,5696,22784,Credit Card,7,Mumbai
102999,C646,28-08-2023,Electronics,Laptop,5,12795,63975,UPI,7,Delhi
103000,C662,01-03-2023,Electronics,Phone,4,13425,53700,COD,2,Bangalore
103001,C700,17-06-2023,Clothing,Jacket,1,10520,10520,Credit Card,5,Delhi
103002,C538,07-09-2023,Clothing,Shirt,3,13368,40104,COD,7,Indore
103003,C960,24-07-2023,Electronics,Laptop,2,6329,12658,Debit Card,3,Bhopal
103004,C400,02-01-2023,Electronics,Mouse,5,8922,44610,Credit Card,6,Bhopal
103005,C756,09-08-2023,Home,Mixer,5,16968,84840,COD,3,Pune
103006,C893,20-05-2023,Clothing,T-Shirt,5,5518,27590,UPI,2,Bhopal
103007,C285,28-05-2023,Home,Chair,5,18842,94210,UPI,3,Chennai
103008,C491,24-02-2023,Beauty,Cream,2,1503,3006,Debit Card,5,Bhopal
103009,C895,22-04-2023,Beauty,Perfume,4,3527,14108,Debit Card,6,Bangalore
103010,C804,23-03-2023,Sports,Gloves,5,12725,63625,UPI,2,Hyderabad
103011,C571,06-08-2023,Electronics,Phone,3,3465,10395,Credit Card,2,Delhi
103012,C945,03-07-2023,Electronics,Laptop,5,13262,66310,UPI,3,Indore
103013,C387,09-10-2023,Home,Mixer,4,14971,59884,COD,6,Bangalore
103014,C475,19-09-2023,Beauty,Perfume,3,10701,32103,UPI,7,Pune
103015,C901,06-11-2023,Sports,Shoes,4,8173,32692,Debit Card,3,Delhi
103016,C600,30-10-2023,Beauty,Cream,4,15764,63056,UPI,2,Hyderabad
103017,C101,09-07-2023,Beauty,Perfume,4,14459,57836,Debit Card,5,Delhi
103018,C270,01-08-2023,Beauty,Cream,1,7865,7865,Debit Card,6,Chennai
103019,C528,03-05-2023,Clothing,Jacket,1,5947,5947,UPI,6,Delhi
103020,C298,18-11-2023,Beauty,Shampoo,5,3521,17605,UPI,7,Bhopal
103021,C826,18-09-2023,Home,Chair,5,689,3445,UPI,7,Bhopal
103022,C314,14-11-2023,Sports,Shoes,4,15596,62384,UPI,2,Pune
103023,C415,24-02-2023,Beauty,Perfume,5,18633,93165,Debit Card,4,Bhopal
103024,C768,02-10-2023,Clothing,Jacket,1,1106,1106,UPI,5,Indore
103025,C408,06-06-2023,Sports,Football,5,10671,53355,Debit Card,5,Chennai
103026,C832,23-04-2023,Home,Cookware,5,16140,80700,Credit Card,2,Mumbai
103027,C834,02-07-2023,Electronics,Phone,2,19012,38024,COD,6,Delhi
103028,C360,14-03-2023,Electronics,Laptop,3,17308,51924,COD,4,Bangalore
103029,C773,15-05-2023,Beauty,Shampoo,3,16502,49506,Debit Card,4,Bhopal
103030,C310,17-08-2023,Clothing,Shirt,4,17412,69648,UPI,2,Chennai
103031,C228,19-09-2023,Sports,Shoes,4,18774,75096,Debit Card,5,Pune
103032,C512,15-08-2023,Home,Mixer,5,5833,29165,UPI,7,Pune
103033,C682,07-05-2023,Electronics,Phone,2,18156,36312,UPI,4,Bhopal
103034,C436,14-07-2023,Clothing,T-Shirt,4,15749,62996,Debit Card,2,Hyderabad
103035,C544,20-06-2023,Sports,Shoes,3,5957,17871,Debit Card,6,Chennai
103036,C743,15-02-2023,Home,Chair,3,16206,48618,COD,5,Chennai
103037,C149,26-07-2023,Electronics,Phone,5,7919,39595,COD,6,Pune
103038,C372,11-04-2023,Home,Chair,3,8404,25212,COD,7,Bhopal
103039,C141,01-04-2023,Sports,Cricket Bat,4,449,1796,Credit Card,6,Bhopal
103040,C494,24-02-2023,Electronics,Phone,5,14162,70810,Credit Card,4,Bhopal
103041,C726,25-12-2023,Electronics,Headphones,2,11914,23828,UPI,5,Mumbai
103042,C461,30-07-2023,Sports,Football,5,8275,41375,UPI,3,Delhi
103043,C418,10-05-2023,Clothing,T-Shirt,3,18020,54060,COD,4,Mumbai
103044,C991,18-05-2023,Home,Table,1,15128,15128,UPI,2,Indore
103045,C318,22-05-2023,Electronics,Laptop,2,17729,35458,Credit Card,3,Delhi
103046,C384,05-07-2023,Clothing,Shirt,4,3259,13036,COD,3,Mumbai
103047,C110,21-01-2023,Home,Cookware,5,7182,35910,Debit Card,5,Indore
103048,C630,31-03-2023,Electronics,Laptop,4,10063,40252,Debit Card,6,Bhopal
103049,C673,18-09-2023,Clothing,T-Shirt,2,5751,11502,Debit Card,2,Pune
103050,C106,04-02-2023,Beauty,Face Wash,5,9090,45450,Debit Card,7,Delhi
103051,C140,15-04-2023,Home,Table,1,3850,3850,Debit Card,4,Pune
103052,C568,13-10-2023,Home,Table,1,13550,13550,COD,6,Hyderabad
103053,C425,19-11-2023,Home,Chair,1,5279,5279,Debit Card,7,Indore
103054,C488,01-01-2024,Beauty,Cream,5,10859,54295,Credit Card,6,Chennai
103055,C266,07-02-2023,Electronics,Mouse,4,8657,34628,COD,6,Bhopal
103056,C594,02-09-2023,Electronics,Headphones,4,2139,8556,UPI,2,Chennai
103057,C623,26-02-2023,Electronics,Headphones,2,6296,12592,UPI,5,Pune
103058,C168,12-02-2023,Clothing,Jeans,4,6735,26940,COD,5,Delhi
103059,C352,17-05-2023,Clothing,Jeans,3,7612,22836,Debit Card,2,Pune
103060,C222,18-01-2023,Clothing,Jacket,4,13492,53968,UPI,7,Pune
103061,C302,04-06-2023,Home,Table,3,19472,58416,UPI,6,Indore
103062,C603,17-09-2023,Beauty,Shampoo,2,16260,32520,Credit Card,2,Bhopal
103063,C996,29-12-2023,Sports,Cricket Bat,1,1588,1588,UPI,2,Delhi
103064,C925,07-02-2023,Beauty,Perfume,1,2476,2476,Debit Card,6,Bangalore
103065,C136,31-10-2023,Clothing,T-Shirt,4,3843,15372,COD,5,Chennai
103066,C970,06-04-2023,Sports,Shoes,1,15898,15898,Debit Card,7,Bangalore
103067,C744,23-07-2023,Home,Table,3,4071,12213,Credit Card,2,Mumbai
103068,C497,05-11-2023,Home,Table,2,7401,14802,Debit Card,5,Delhi
103069,C206,29-04-2023,Home,Table,1,17592,17592,Debit Card,4,Bangalore
103070,C817,03-07-2023,Beauty,Perfume,3,1548,4644,Debit Card,2,Chennai
103071,C852,15-06-2023,Clothing,Jeans,3,1278,3834,Credit Card,7,Hyderabad
103072,C136,26-09-2023,Beauty,Shampoo,2,19205,38410,UPI,5,Bangalore
103073,C213,22-06-2023,Home,Cookware,5,14343,71715,Credit Card,6,Hyderabad
103074,C606,17-09-2023,Clothing,Jacket,1,16131,16131,UPI,4,Mumbai
103075,C749,05-07-2023,Home,Mixer,3,19647,58941,Credit Card,6,Delhi
103076,C470,10-04-2023,Sports,Football,3,11253,33759,Debit Card,2,Bangalore
103077,C897,16-07-2023,Home,Mixer,5,12790,63950,UPI,2,Delhi
103078,C594,30-07-2023,Clothing,T-Shirt,3,445,1335,COD,7,Hyderabad
103079,C279,05-01-2023,Electronics,Laptop,3,4475,13425,Debit Card,7,Bhopal
103080,C169,25-09-2023,Electronics,Laptop,4,19260,77040,UPI,6,Hyderabad
103081,C850,16-03-2023,Beauty,Shampoo,1,11380,11380,Credit Card,3,Indore
103082,C270,19-09-2023,Sports,Shoes,2,6703,13406,Credit Card,2,Mumbai
103083,C691,16-08-2023,Sports,Football,1,15547,15547,COD,4,Bangalore
103084,C678,26-11-2023,Electronics,Phone,3,14312,42936,COD,6,Delhi
103085,C229,15-08-2023,Sports,Shoes,2,16555,33110,COD,7,Indore
103086,C710,21-03-2023,Beauty,Cream,4,3395,13580,COD,4,Delhi
103087,C419,22-06-2023,Electronics,Laptop,5,17912,89560,COD,2,Chennai
103088,C864,16-08-2023,Home,Chair,4,4969,19876,Debit Card,7,Pune
103089,C987,26-09-2023,Home,Cookware,2,19659,39318,Credit Card,2,Delhi
